"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Collections. II. Poetry. Smaller Collections","Wordsworth in Scotland. A selection from the poems of William Wordsworth inspired by his visit to Scotland in 1803","003977029","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","Scotland","Greenock","Signet Press","1957","","pages not numbered, 22 cm","","Cup.510.bcd.2","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth","003976925","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","The golden poets","","England","London","Marcus Ward","1886","","192 pages, 12 cm","","11612.aa.38","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth","003976965","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","","","","","","11603.d.44","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's experiments with tradition. The lyric poems of 1802, with texts of the poems based on early manuscripts [The editor named as Jared R. Curtis.]","003977045","Monograph","Language material ; Text","Volume","","","9780801406621","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Curtis, Jared Ralph [person]","","","England ; United States of America","Ithaca ; London","Cornell University Press","1971","","xii, 227 pages, 22 cm","","X.989/14443","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's lyrical poems. Selected and arranged by A. J. Quiller-Couch","003976976","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Select English classics","","","Clarendon Press ; Oxford","","1908","","32 pages, 17 cm","","12271.tt.10/29","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's master-passages ... Selected by John Hogben","003976974","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Hogben, John, writer [person]","","","England","Andrew Melrose ; London","","1907","","323 pages, 16 cm","","11612.de.31","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's poems for the Young. With fifty illustrations by John Macwhirter and John Pettie ... Engraved by Dalziel brothers","003976902","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; MacWhirter, John, 1839-1911 [person] ; Pettie, John, 1839-1893 [person]","","","England","London","Alexander Strahan","1863","","x, 91 pages, 20 cm","","11642.aaa.52","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's poems for the young. With fifty illustrations by John Macwhirter and J. Pettie, etc","003976906","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; MacWhirter, John, 1839-1911 [person] ; Pettie, John, 1839-1893 [person]","","","","Alexander Strahan","London & New York","1866","","viii, 91 pages, 19 cm","","11611.bbb.34","","","English","A republication of the edition of 1863",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's poems for the young. With fifty illustrations by John Macwhirter and J. Pettie, etc","014832541","Monograph","Language material ; Text","Online resource","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; MacWhirter, John, 1839-1911 [person] ; Pettie, John [person]","","","England ; United States of America","London ; New York","Alexander Strahan","1866","","viii, 91 pages, 19 cm","","Digital Store 11611.bbb.34","","Poetry or verse","English","A republication of the edition of 1863",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's shorter poems, etc","003977016","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England ; Scotland","Glasgow ; London","Collin's Clear-Type Press","1936","","383 pages, plates, illustrations, portraits, 16 cm","","11655.e.82","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's shorter poems. With introduction and notes by Mrs Edmund Helps","003976931","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Helps, Mary Alice [person]","English classics for schools. grade 1","","England","London","Percival","1891","","xvi, 52 pages, 18 cm","","12201.df.1","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's shorter poems. With introduction and notes by Mrs. Edmund Helps","003976939","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Helps, Mary Alice [person]","English classics for schools. grade 1","","England","London","Rivington, Percival","1895","","xii, 52 pages, 18 cm","","12201.df.1/39","","","","A republication of the edition of 1891",""
"Collections. II. Poetry. Smaller Collections","Wordsworth's shorter poems. With introduction and notes by Mrs. Edmund Helps","003976954","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Helps, Mary Alice [person]","English classics for schools. grade 1","","England","London","Rivingtons","1901","","xii, 52 pages, 18 cm","","12201.df.1/54","","","","A republication of the edition of 1895",""
"Collections. II. Poetry. Smaller Collections","Wordsworth, etc","003977018","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Britain in pictures. The English poets in pictures","","England","London","William Collins","1942","","79 pages, plates, illustrations, portraits, 19 cm","","W.P.10933/3. (5.)","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. A selection by W. E. Williams. (Revised edition.)","003977026","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Williams, W. E. (William Emrys), 1896-1977 [person]","The Penguin poets. D2","","England","Harmondsworth","Penguin","1950","","192 pages, 18 cm","","12208.a.6/2a","","","","Earlier edition, 1943",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. An anthology [The editor's preface signed: T. J. Cobden-Sanderson.]","003976997","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Sanderson, Thomas James Cobden [person]","","","England","London ; Richard Cobden-Sanderson","Thavies Inn","1919","","254 pages, 24 cm","","11644.h.39","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. An introduction and a selection by Norman Nicholson","003977023","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Nicholson, Norman, 1914-1987 [person] ; Wordsworth, William, 1770-1850 [person]","Poets on the poets","","England","London","Phoenix House","1949","","xxvi, 238 pages, plates, portraits, 19 cm","","11657.f.71","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. By [i.e. edited by] A. R. Osborn","003976998","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Osborn, Andrew Rule [person]","Australasian literature primers","","","Melbourne","Whitcombe & Tombs","1919","","128 pages, 18 cm","","012201.b.5/1","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. By [i.e. edited by] Andrew Lang. Illustrated by Alfred Parsons","003976945","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Parsons, Alfred, 1847-1920 [person]","Selections from the poets","","England","Colorado ; London ; Longmans, Green","","1897","","xxxi, 294 pages, 19 cm","","11611.cc.31","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Edited by Alfred Noyes. With notes ... by A. R. Entwistle","003977003","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Entwistle, Arthur Rowland [person] ; Wordsworth, William, 1770-1850 [person]","Helicon poetry series","","England","London","Cassell","1925","","xx, 219 pages, portraits, 19 cm","","11613.b.14/1","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Extracts from The prelude, with other poems. Edited with introduction & notes by George Mallaby","003977015","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Mallaby, Howard George Charles, Sir, k.c.m.g [person]","","","","Cambridge","University Press","1932","","xxiv, 139 pages, 20 cm","","11640.h.21","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Illustrated by M. C. Tarrant and N. Buchanan","003976986","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","The children's poets","","England","Colorado ; London ; Wells Gardner, Darton","","1913","","pages vi vii, 136, plates, illustrations, 17 cm","","11611.b.36/4","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Michael, Intimations of immortality, selected sonnets. Edited by A. S. Collins ... and G. E. Hollingworth","003977007","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Hollingworth, Gertrude Eleanore [person] ; Collins, Arthur Simons [person]","","","England","London","University Tutorial Press","1927","","xvi, 60 pages, 18 cm","","12205.e.154","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Poems","003976953","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Blackwood's English classics","","","","","","","","","12270.de.16/11","","","","",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Select poems. Chosen and edited by S. G. Dunn","003976996","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London ; Oxford University Press","","1918","","128 pages, plates, portraits, 17 cm","","11611.i.34","","","","A republication of the Oxford University Press edition of 1916",""
"Collections. II. Poetry. Smaller Collections","Wordsworth. Selected and with an introduction by William Macneile Dixon. (Illustrations by M. Dibdin Spooner.)","003976973","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Spooner, M. Dibdin [person] ; Dixon, W. Macneile (William Macneile), 1866-1945 [person]","The golden poets","","Scotland","Edinburgh","T. C. & E. C. Jack","1907","","lvi, 260 pages, plates, portraits, 18 cm","","011604.e.1/11","","","","",""
